row_number	s	slabel	user_slabel	o	olabel	user_olabel	deltaIC
38	CL:0000559	promonocyte	promonocyte	UBERON:0002371	Bone marrow	Bone marrow	
39	CL:0000576	monocyte	monocyte	UBERON:0002371	Bone marrow	Bone marrow	
40	CL:0002193	myelocyte	myelocyte	CL:0000775	neutrophil	neutrophilic granulocyte	
40	CL:0002193	myelocyte	myelocyte	UBERON:0002371	Bone marrow	Bone marrow	
41	CL:0000775	neutrophil	neutrophil	CL:0000775	neutrophil	neutrophilic granulocyte	
42	CL:0000836	promyelocyte	promyelocyte	UBERON:0002371	Bone marrow	Bone marrow	
43	CL:0000771	eosinophil	eosinophil	UBERON:0002371	Bone marrow	Bone marrow	
44	CL:0000767	basophil	basophil	UBERON:0002371	Bone marrow	Bone marrow	
45	CL:0000097	mast cell	mast cell	CL:0000094	granulocyte	granulocyte	
45	CL:0000097	mast cell	mast cell	UBERON:0002371	Bone marrow	Bone marrow	
46	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	CD4 naive	UBERON:0002371	Bone marrow	Bone marrow	
47	CL:0000897	CD4-positive, alpha-beta memory T cell	CD4 T cell memory	UBERON:0002371	Bone marrow	Bone marrow	
48	CL:0000897	CD4-positive, alpha-beta memory T cell	CD4 T cell memory	UBERON:0002371	Bone marrow	Bone marrow	
49	CL:0001087	effector memory CD4-positive, alpha-beta T cell, terminally differentiated	CD4 T cell effector memory CD45RA	UBERON:0002371	Bone marrow	Bone marrow	
50	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	CD8 naive	UBERON:0002371	Bone marrow	Bone marrow	
51	CL:0000909	CD8-positive, alpha-beta memory T cell	CD8 T cell memory	UBERON:0002371	Bone marrow	Bone marrow	
53	CL:0001062	effector memory CD8-positive, alpha-beta T cell, terminally differentiated	CD8 T cell effector memory CD45RA	UBERON:0002371	Bone marrow	Bone marrow	
55	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	CD56 bright Natural Killer	CL:0000814	mature NK T cell	NK lymphocytes	
55	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	CD56 bright Natural Killer	UBERON:0002371	Bone marrow	Bone marrow	
56	CL:0000824	mature natural killer cell	mature Natural killer	CL:0000814	mature NK T cell	NK lymphocytes	
56	CL:0000824	mature natural killer cell	mature Natural killer	UBERON:0002371	Bone marrow	Bone marrow	
57	CL:0000815	regulatory T cell	T regulatory	UBERON:0002371	Bone marrow	Bone marrow	
