Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	Terminal CT/ID	Terminal CT/label	Terminal CT/user_label	Markers	References
UBERON:0006567	right ventricle myocardium	myocardium	CL:0000235	macrophage	macrophage	HGNC:1241, HGNC:1628, HGNC:3793, HGNC:3793	
UBERON:0006566	left ventricle myocardium	myocardium	CL:0000235	macrophage	macrophage	HGNC:1241, HGNC:1628, HGNC:3793, HGNC:3793	
UBERON:0002348	epicardium	Epicardium	CL:0000235	macrophage	macrophage	HGNC:1241, HGNC:1628, HGNC:3793	
UBERON:0003379	cardiac muscle of right atrium	myocardium	CL:0000235	macrophage	macrophage	HGNC:1241, HGNC:1628, HGNC:3793, HGNC:3793	
UBERON:0005438	coronary sinus	coronary sinus	CL:0000359	vascular associated smooth muscle cell	smooth muscle cell	HGNC:11553, HGNC:130, HGNC:7569	
UBERON:0002049	vasculature	vasculature	CL:0000359	vascular associated smooth muscle cell	smooth muscle cell	HGNC:11553, HGNC:130, HGNC:7569	
UBERON:0002348	epicardium	Epicardium	CL:0000359	vascular associated smooth muscle cell	smooth muscle cell	HGNC:11553, HGNC:130, HGNC:7569	
UBERON:0001982	capillary	vasculature	CL:0000669	pericyte	pericyte	HGNC:10001, HGNC:60, HGNC:6269	
UBERON:0001979	venule	vasculature	CL:0000669	pericyte	pericyte	HGNC:10001, HGNC:60, HGNC:6269	
UBERON:0002078	right cardiac atrium	right atrium	CL:0000669	pericyte	pericyte	HGNC:10001, HGNC:60, HGNC:6269	
UBERON:0006566	left ventricle myocardium	myocardium	CL:0000746	cardiac muscle cell	cardiomyocyte	HGNC:12403, HGNC:3703, HGNC:7576, HGNC:7583	
UBERON:0006567	right ventricle myocardium	myocardium	CL:0000746	cardiac muscle cell	cardiomyocyte	HGNC:12403, HGNC:3703, HGNC:7576, HGNC:7583	
UBERON:0003379	cardiac muscle of right atrium	myocardium	CL:0000746	cardiac muscle cell	cardiomyocyte	HGNC:12403, HGNC:7576, HGNC:7939	
UBERON:0006566	left ventricle myocardium	myocardium	CL:0001056	dendritic cell, human	dendritic cell	HGNC:6147, HGNC:6149, HGNC:6152, HGNC:6729	
UBERON:0001982	capillary	vasculature	CL:0002144	capillary endothelial cell	capillary endothelial cell	HGNC:10001, HGNC:60, HGNC:6269	
UBERON:0002135	Mitral valve	Mitral valve	CL:0002350	endocardial cell	endocardial	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0002146	Pulmonary Valve	Pulmonary Valve	CL:0002350	endocardial cell	endocardial	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0002134	Tricuspid valve	Tricuspid valve	CL:0002350	endocardial cell	endocardial	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0002348	epicardium	Epicardium	CL:0002573	Schwann cell	Schwann Cell	HGNC:11190	
UBERON:0003379	cardiac muscle of right atrium	myocardium	CL:0002573	Schwann cell	Schwann Cell	HGNC:8008, HGNC:8010, HGNC:9086	
UBERON:0035374	small cardiac vein	small cardiac vein	CL:0002592	smooth muscle cell of the coronary artery	smooth muscle cell	HGNC:11553, HGNC:130, HGNC:7569	
UBERON:0001625	right coronary artery	right coronary artery	CL:0002592	smooth muscle cell of the coronary artery	smooth muscle cell	HGNC:11553, HGNC:130, HGNC:7569	
UBERON:0035422	circumflex branch of left coronary artery	left circumflex artery	CL:0002592	smooth muscle cell of the coronary artery	smooth muscle cell	HGNC:11553, HGNC:130, HGNC:7569	
UBERON:0002049	vasculature	vasculature	CL:0010008	cardiac endothelial cell	endothelial cell	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0006566	left ventricle myocardium	myocardium	CL:0017004	telocyte	telocyte (interstitial like cell of cajal)	HGNC:12692, HGNC:1662	
UBERON:0002348	epicardium	Epicardium	CL:1000309	epicardial adipocyte	adipocyte	HGNC:24865, HGNC:3594, HGNC:6553	
UBERON:0035374	small cardiac vein	small cardiac vein	CL:1000413	endothelial cell of artery	endothelial cell	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0001625	right coronary artery	right coronary artery	CL:1000413	endothelial cell of artery	endothelial cell	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0035422	circumflex branch of left coronary artery	left circumflex artery	CL:1000413	endothelial cell of artery	endothelial cell	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0002094	interventricular septum	septum	CL:1000413	endothelial cell of artery	endothelial cell	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0006958	great cardiac vein	great cardiac vein	CL:1000413	endothelial cell of artery	endothelial cell	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0009687	middle cardiac vein	middle cardiac vein	CL:1000413	endothelial cell of artery	endothelial cell	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0005438	coronary sinus	coronary sinus	CL:1000413	endothelial cell of artery	endothelial cell	HGNC:12726, HGNC:1764, HGNC:8823	
UBERON:0002353	atrioventricular bundle	bundle of His	CL:1000477	cardiac pacemaker cell of sinoatrial node	pacemaker cardiomyocyte	HGNC:16882, HGNC:4280	
UBERON:0002352	atrioventricular node	atrioventricular node	CL:1000477	cardiac pacemaker cell of sinoatrial node	pacemaker cell	HGNC:16882, HGNC:4280	
UBERON:0002351	sinoatrial node	sinoatrial node	CL:1000477	cardiac pacemaker cell of sinoatrial node	pacemaker cell	HGNC:16882, HGNC:4280	
UBERON:0006567	right ventricle myocardium	myocardium	CL:2000066	cardiac ventricle fibroblast	fibroblast	HGNC:2705, HGNC:4620, HGNC:8803	
UBERON:0002049	vasculature	vasculature	CL:2000066	cardiac ventricle fibroblast	fibroblast	HGNC:4620, HGNC:8803	
UBERON:0006566	left ventricle myocardium	myocardium	CL:2000066	cardiac ventricle fibroblast	fibroblast	HGNC:2705, HGNC:4620, HGNC:8803	
UBERON:0003379	cardiac muscle of right atrium	myocardium	CL:2000067	cardiac atrium fibroblast	fibroblast	HGNC:2705, HGNC:4620, HGNC:8803	
UBERON:0002049	vasculature	vasculature	CL:2000067	cardiac atrium fibroblast	fibroblast	HGNC:2705, HGNC:4620, HGNC:8803	
