Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
infundibulum of Fallopian tube	uterine tube infundibulum	UBERON:0003984	lamina propria of Fallopian tube infundibulum	PMID 16938110	PMID 16938110
infundibulum of Fallopian tube	uterine tube infundibulum	UBERON:0003984	nerve of Fallopian tube infundibulum		
infundibulum of Fallopian tube	uterine tube infundibulum	UBERON:0003984	vasculature of Fallopian tube infundibulum	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
mesosalpinx	mesosalpinx	UBERON:0012331	mesothelium of mesosalpinx	doi:10.1016/B978-0-12-801238-3.64401-X	doi:10.1016/B978-0-12-801238-3.64401-X
Fallopian tube	fallopian tube	UBERON:0003889	intramural segment of Fallopian tube	PMID: 12171494	PMID: 12171494
intramural segment of Fallopian tube			wall of Fallopian tube intramural segment	PMID: 12171494	PMID: 12171494
wall of Fallopian tube intramural segment			serosa of Fallopian tube intramural segment	PMID: 12171494	PMID: 12171494
intramural segment of Fallopian tube			wall of Fallopian tube intramural segment		
wall of Fallopian tube intramural segment			basement membrane of Fallopian tube intramural segment		
isthmus of Fallopian tube	isthmus of fallopian tube	UBERON:0016632	wall of Fallopian tube isthmus	PMID: 12171494	PMID: 12171494
wall of Fallopian tube isthmus			serosa of Fallopian tube isthmus	PMID: 12171494	PMID: 12171494
isthmus of Fallopian tube	isthmus of fallopian tube	UBERON:0016632	wall of Fallopian tube isthmus		
wall of Fallopian tube isthmus			basement membrane of Fallopian tube isthmus		
ampulla of Fallopian tube	ampulla of uterine tube	UBERON:0012648	wall of Fallopian tube ampulla	PMID: 12171494	PMID: 12171494
wall of Fallopian tube ampulla			serosa of Fallopian tube ampulla	PMID: 12171494	PMID: 12171494
ampulla of Fallopian tube	ampulla of uterine tube	UBERON:0012648	wall of Fallopian tube ampulla		
wall of Fallopian tube ampulla			basement membrane of Fallopian tube ampulla		
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	fluid of Fallopian tube fimbria		
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	lamina propria of Fallopian tube fimbria	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	lamina propria of Fallopian tube fimbria	PMID: 25994820	PMID: 25994820
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	lamina propria of Fallopian tube fimbria		
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	lamina propria of Fallopian tube fimbria	PMID 16938110	PMID 16938110
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	nerve of Fallopian tube fimbria		
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	vasculature of Fallopian tube fimbria	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
infundibulum of Fallopian tube	uterine tube infundibulum	UBERON:0003984	wall of Fallopian tube infundibulum	PMID: 12171494	PMID: 12171494
wall of Fallopian tube infundibulum			serosa of Fallopian tube infundibulum	PMID: 12171494	PMID: 12171494
infundibulum of Fallopian tube	uterine tube infundibulum	UBERON:0003984	wall of Fallopian tube infundibulum		
wall of Fallopian tube infundibulum			basement membrane of Fallopian tube infundibulum		
mesosalpinx	mesosalpinx	UBERON:0012331	serous membrane lining of mesosalpinx	doi:10.1016/B978-0-12-801238-3.64401-X	doi:10.1016/B978-0-12-801238-3.64401-X
serous membrane lining of mesosalpinx			lymphatic of mesosalpinx	doi:10.1016/B978-0-12-801238-3.64401-X	doi:10.1016/B978-0-12-801238-3.64401-X
serous membrane lining of mesosalpinx			nerve of mesosalpinx	doi:10.1016/B978-0-12-801238-3.64401-X	doi:10.1016/B978-0-12-801238-3.64401-X
serous membrane lining of mesosalpinx			vasculature of mesosalpinx	doi:10.1016/B978-0-12-801238-3.64401-X	doi:10.1016/B978-0-12-801238-3.64401-X
Fallopian tube	fallopian tube	UBERON:0003889	intramural segment of Fallopian tube	PMID: 22911892	PMID: 22911892
intramural segment of Fallopian tube			plica of Fallopian tube intramural segment	PMID: 22911892	PMID: 22911892
plica of Fallopian tube intramural segment			mucosa of Fallopian tube intramural segment	PMID: 22911892	PMID: 22911892
wall of Fallopian tube intramural segment			muscle layer of oviduct intramural segment		
muscle layer of oviduct intramural segment			Inner muscle layer of Fallopian tube intramural segment		
muscle layer of oviduct intramural segment			Middle muscle layer of Fallopian tube intramural segment		
muscle layer of oviduct intramural segment			Outer muscle layer of Fallopian tube intramural segment		
isthmus of Fallopian tube	isthmus of fallopian tube	UBERON:0016632	plica of Fallopian tube isthmus	PMID: 22911892	PMID: 22911892
plica of Fallopian tube isthmus			mucosa of Fallopian tube isthmus	PMID: 22911892	PMID: 22911892
wall of Fallopian tube isthmus			muscle layer of oviduct isthmus		
muscle layer of oviduct isthmus			Inner muscle layer of Fallopian tube isthmus		
muscle layer of oviduct isthmus			Middle muscle layer of Fallopian tube isthmus		
muscle layer of oviduct isthmus			Outer muscle layer of Fallopian tube isthmus		
ampulla of Fallopian tube	ampulla of uterine tube	UBERON:0012648	plica of Fallopian tube ampulla	PMID: 22911892	PMID: 22911892
plica of Fallopian tube ampulla			mucosa of Fallopian tube ampulla	PMID: 22911892	PMID: 22911892
wall of Fallopian tube ampulla			muscle layer of oviduct ampulla		
muscle layer of oviduct ampulla			Inner muscle layer of Fallopian tube ampulla		
muscle layer of oviduct ampulla			Middle muscle layer of Fallopian tube ampulla		
muscle layer of oviduct ampulla			Outer muscle layer of Fallopian tube ampulla		
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	mucosa of Fallopian tube fimbria	PMID: 22911892	PMID: 22911892
infundibulum of Fallopian tube	uterine tube infundibulum	UBERON:0003984	plica of Fallopian tube infundibulum	PMID: 22911892	PMID: 22911892
plica of Fallopian tube infundibulum			mucosa of Fallopian tube infundibulum	PMID: 22911892	PMID: 22911892
wall of Fallopian tube infundibulum			muscle layer of oviduct infundibulum		
muscle layer of oviduct infundibulum			Inner muscle layer of Fallopian tube infundibulum		
muscle layer of oviduct infundibulum			Middle muscle layer of Fallopian tube infundibulum		
muscle layer of oviduct infundibulum			Outer muscle layer of Fallopian tube infundibulum		
intramural segment of Fallopian tube			plica of Fallopian tube intramural segment		
plica of Fallopian tube intramural segment			mucosa of Fallopian tube intramural segment		
intramural segment of Fallopian tube			plica of Fallopian tube intramural segment	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
plica of Fallopian tube intramural segment			mucosa of Fallopian tube intramural segment	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
isthmus of Fallopian tube	isthmus of fallopian tube	UBERON:0016632	plica of Fallopian tube isthmus		
plica of Fallopian tube isthmus			mucosa of Fallopian tube isthmus		
isthmus of Fallopian tube	isthmus of fallopian tube	UBERON:0016632	plica of Fallopian tube isthmus	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
plica of Fallopian tube isthmus			mucosa of Fallopian tube isthmus	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
ampulla of Fallopian tube	ampulla of uterine tube	UBERON:0012648	plica of Fallopian tube ampulla		
plica of Fallopian tube ampulla			mucosa of Fallopian tube ampulla		
ampulla of Fallopian tube	ampulla of uterine tube	UBERON:0012648	plica of Fallopian tube ampulla	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
plica of Fallopian tube ampulla			mucosa of Fallopian tube ampulla	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	mucosa of Fallopian tube fimbria		
fimbria of Fallopian tube	fimbria of uterine tube	UBERON:8410010	mucosa of Fallopian tube fimbria	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
infundibulum of Fallopian tube	uterine tube infundibulum	UBERON:0003984	plica of Fallopian tube infundibulum		
plica of Fallopian tube infundibulum			mucosa of Fallopian tube infundibulum		
infundibulum of Fallopian tube	uterine tube infundibulum	UBERON:0003984	plica of Fallopian tube infundibulum	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
plica of Fallopian tube infundibulum			mucosa of Fallopian tube infundibulum	doi:10.1016/j.celrep.2021.108978	doi:10.1016/j.celrep.2021.108978
