Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
medial ovary			medial inferior ovary	HTTPS:DOIORG101093HUMUPDDMH061	
medial inferior ovary			medial inferior antimesenteric ovary	HTTPS:DOIORG101093HUMUPDDMH061	
ovary	ovary	UBERON:0000992	medial ovary	HTTPS:DOIORG1018632AGING103237 ; HTTPS:DOIORG103390IJMS21124565	
medial ovary			medial inferior ovary	HTTPS:DOIORG1018632AGING103237 ; HTTPS:DOIORG103390IJMS21124565	
medial inferior ovary			medial inferior antimesenteric ovary	HTTPS:DOIORG1018632AGING103237 ; HTTPS:DOIORG103390IJMS21124565	
medial inferior ovary			medial inferior mesenteric ovary	HTTPS:DOIORG101093HUMUPDDMH061	
medial inferior ovary			medial inferior mesenteric ovary	HTTPS:DOIORG1018632AGING103237 ; HTTPS:DOIORG103390IJMS21124565	
medial ovary			medial superior ovary	HTTPS:DOIORG101093HUMUPDDMH061	
medial superior ovary			medial superior antimesenteric ovary	HTTPS:DOIORG101093HUMUPDDMH061	
medial ovary			medial superior ovary	HTTPS:DOIORG1018632AGING103237 ; HTTPS:DOIORG103390IJMS21124565	
medial superior ovary			medial superior antimesenteric ovary	HTTPS:DOIORG1018632AGING103237 ; HTTPS:DOIORG103390IJMS21124565	
medial superior ovary			medial superior mesenteric ovary	HTTPS:DOIORG101093HUMUPDDMH061	
medial superior ovary			medial superior mesenteric ovary	HTTPS:DOIORG1018632AGING103237 ; HTTPS:DOIORG103390IJMS21124565	
ovarian follicle	ovarian follicle	UBERON:0001305	antral follicle	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
antral follicle			early antral follicle	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
early antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
antral follicle			pre-selection antral follicle	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
pre-selection antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
antral follicle			selection antral follicle	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
selection antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
antral follicle			dominance antral follicle	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
dominance antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
ovulatory antral follicle	mature ovarian follicle	UBERON:0003982	cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365 ; HTTPS:DOIORG101210ER201800085	
ovarian follicle	ovarian follicle	UBERON:0001305	hemorrhagic anovulatory follicle	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
ovarian follicle	ovarian follicle	UBERON:0001305	luteinized unruptured follicle	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
ovarian follicle	ovarian follicle	UBERON:0001305	antral follicle		
antral follicle			early antral follicle		
antral follicle			pre-selection antral follicle		
antral follicle			selection antral follicle		
antral follicle			dominance antral follicle		
ovary	ovary	UBERON:0000992	central ovary	HTTPS:DOIORG103390IJMS21124565	
central ovary			central inferior ovary	HTTPS:DOIORG103390IJMS21124565	
central inferior ovary			central inferior antimesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
ovarian follicle	ovarian follicle	UBERON:0001305	antral follicle	HTTPS:DOIORG103390IJMS21124565	
antral follicle			early antral follicle	HTTPS:DOIORG103390IJMS21124565	
early antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG103390IJMS21124565	
early antral follicle			cumulus oophorus oocyte complex		
antral follicle			pre-selection antral follicle	HTTPS:DOIORG103390IJMS21124565	
pre-selection antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG103390IJMS21124565	
pre-selection antral follicle			cumulus oophorus oocyte complex		
antral follicle			selection antral follicle	HTTPS:DOIORG103390IJMS21124565	
selection antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG103390IJMS21124565	
selection antral follicle			cumulus oophorus oocyte complex		
antral follicle			dominance antral follicle	HTTPS:DOIORG103390IJMS21124565	
dominance antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG103390IJMS21124565	
dominance antral follicle			cumulus oophorus oocyte complex		
ovulatory antral follicle	mature ovarian follicle	UBERON:0003982	cumulus oophorus oocyte complex	HTTPS:DOIORG103390IJMS21124565	
ovulatory antral follicle	mature ovarian follicle	UBERON:0003982	cumulus oophorus oocyte complex		
central inferior ovary			central inferior mesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
central ovary			central superior ovary	HTTPS:DOIORG103390IJMS21124565	
central superior ovary			central superior antimesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
central superior ovary			central superior mesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
ovary	ovary	UBERON:0000992	lateral ovary	HTTPS:DOIORG103390IJMS21124565	
lateral ovary			lateral inferior ovary	HTTPS:DOIORG103390IJMS21124565	
lateral inferior ovary			lateral inferior antimesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
lateral inferior ovary			lateral inferior mesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
lateral ovary			lateral superior ovary	HTTPS:DOIORG103390IJMS21124565	
lateral superior ovary			lateral superior antimesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
lateral superior ovary			lateral superior mesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
ovary	ovary	UBERON:0000992	medial ovary	HTTPS:DOIORG103390IJMS21124565	
medial ovary			medial inferior ovary	HTTPS:DOIORG103390IJMS21124565	
medial inferior ovary			medial inferior antimesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
medial inferior ovary			medial inferior mesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
medial ovary			medial superior ovary	HTTPS:DOIORG103390IJMS21124565	
medial superior ovary			medial superior antimesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
medial superior ovary			medial superior mesenteric ovary	HTTPS:DOIORG103390IJMS21124565	
early antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
granulosa cell layer	granulosa cell layer	UBERON:0005170	corona radiata	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
granulosa cell layer	granulosa cell layer	UBERON:0005170	corona radiata		
pre-selection antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
selection antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
dominance antral follicle			cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
ovulatory antral follicle	mature ovarian follicle	UBERON:0003982	cumulus oophorus oocyte complex	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
