s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0004889	lobar bronchus vasculature	lobar bronchus vasculature	UBERON:0002184	segmental bronchus	Right Apical Segmental Bronchus
UBERON:0019190	mucous gland of lung	mucous gland of lung	UBERON:0002184	segmental bronchus	Right Apical Segmental Bronchus
CL:0000158	club cell	club cell of bronchiole	UBERON:0002187	terminal bronchiole	terminal bronchiole
UBERON:0004903	Bronchoalveolar duct junction	bronchoalveolar duct junction	UBERON:0002187	terminal bronchiole	terminal bronchiole
CL:1001566	bronchioalveolar stem cells	bronchioalveolar stem cell	UBERON:0004903	Bronchoalveolar duct junction	bronchoalveolar duct junction
CL:0000158	club cell	club cell of bronchiole	UBERON:0002188	respiratory bronchiole	respiratory bronchiole
UBERON:0002173	pulmonary alveolar duct	pulmonary alveolar duct	UBERON:0008874	Pulmonary Acinus	Pulmonary Acinus
CL:0002062	type I pneumocyte	type I pneumocyte	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:0002063	type II pneumocyte	type II pneumocyte	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:0000186	myofibroblast cell	secondary crest myofibroblasts	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:0000669	pericyte cell	pericyte	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
UBERON:0016405	pulmonary capillary	pulmonary capillary	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:0002619	adult endothelial progenitor cell	endothelial progenitor cells	UBERON:0002016	Pulmonary Vein	pulmonary vein
UBERON:0003529	respiratory system lymphatic vessel endothelium	respiratory system lymphatic vessel endothelium	UBERON:0018227	pulmonary lymphatic vessel	pulmonary lymphatic vessel
UBERON:0004296	respiratory system lymphatic vessel smooth muscle	respiratory system lymphatic vessel smooth muscle	UBERON:0018227	pulmonary lymphatic vessel	pulmonary lymphatic vessel
CL:0019017	lymphatic vessel smooth muscle cell	lymphatic vessel smooth muscle cell	UBERON:0004296	respiratory system lymphatic vessel smooth muscle	respiratory system lymphatic vessel smooth muscle
CL:0000084	T cell	T cell	UBERON:0001963	bronchial-associated lymphoid tissue	bronchial -associated lymphoid tissue
CL:0000236	B cell	B cell	UBERON:0001963	bronchial-associated lymphoid tissue	bronchial -associated lymphoid tissue
