s	slabel	user_slabel	o	olabel	user_olabel
CL:0001058	plasmacytoid dendritic cell, human		UBERON:0001251	marginal zone of spleen	
CL:0000492	CD4-positive helper T cell		UBERON:0001251	marginal zone of spleen	
CL:0000786	plasma cell		UBERON:0001251	marginal zone of spleen	
CL:0001078	group 3 innate lymphoid cell, human		UBERON:0001251	marginal zone of spleen	
CL:0000775	neutrophil		UBERON:0001251	marginal zone of spleen	
CL:2000053	splenic endothelial cell		UBERON:0001251	marginal zone of spleen	
CL:1000489	reticular cell of splenic cord		UBERON:0001251	marginal zone of spleen	
CL:2000053	splenic endothelial cell		UBERON:0010401	spleen central arteriole	Inner PALS
CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0000492	CD4-positive helper T cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0001050	effector CD8-positive, alpha-beta T cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0000794	CD8-positive, alpha-beta cytotoxic T cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0000815	regulatory T cell		UBERON:0001960	periarterial lymphatic sheath	
CL:1000489	reticular cell of splenic cord		UBERON:0001960	periarterial lymphatic sheath	
CL:0000876	splenic white pulp macrophage		UBERON:0001960	periarterial lymphatic sheath	
CL:1000421			UBERON:0001960	periarterial lymphatic sheath	
CL:0000818	transitional stage B cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0000909	CD8-positive, alpha-beta memory T cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0000897	CD4-positive, alpha-beta memory T cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0000186	myofibroblast cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0001058	plasmacytoid dendritic cell, human		UBERON:0001960	periarterial lymphatic sheath	
CL:0002394	CD141-positive myeloid dendritic cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0002399	CD1c-positive myeloid dendritic cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0000980	plasmablast		UBERON:0001960	periarterial lymphatic sheath	
CL:0000623	natural killer cell		UBERON:0001960	periarterial lymphatic sheath	
CL:0000798	gamma-delta T cell		UBERON:0001960	periarterial lymphatic sheath	
CL:1000413	endothelial cell of artery		UBERON:0001194	splenic artery	
CL:0002543	vein endothelial cell		UBERON:0003713	splenic vein	
CL:1000421			UBERON:0001473	lymphatic vessel	
CL:0000186	myofibroblast cell		UBERON:0004641	spleen capsule	Capsule
CL:2000053	splenic endothelial cell		UBERON:0010399	spleen trabecular artery	
CL:2000053	splenic endothelial cell		UBERON:0010400	spleen trabecular vein	
CL:0000186	myofibroblast cell		UBERON:0001265	trabecula of spleen	
